Genome ID,Genome Name,Other Names,NCBI Taxon ID,Taxon Lineage IDs,Taxon Lineage Names,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Segment,Subtype,H_type,N_type,H1 Clade Global,H1 Clade US,H5 Clade,pH1N1-like,Lineage,Clade,Subclade,Other Typing,Culture Collection,Type Strain,Reference,Genome Quality,Completion Date,Publication,Authors,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,Sequencing Center,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosome,Plasmids,Contigs,Size,GC Content,Contig L50,Contig N50,TRNA,RRNA,Mat Peptide,CDS,Coarse Consistency,Fine Consistency,CheckM Contamination,CheckM Completeness,Genome Quality Flags,Isolation Source,Isolation Comments,Collection Date,Collection Year,Season,Isolation Country,State/Province,County,City,Geographic Group,Geographic Location,Other Environmental,Host Name,Host Common Name,Host Sex,Host Age,Host Health,Host Group,Lab Host,Passage,Other Clinical,Additional Metadata,Comments,Date Inserted,Date Modified
"303.1090","Pseudomonas putida 53645",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","WGS","53645",,,,,,,,,,,,,,,,,,,,"Good","2023-02-17T00:00:00Z",,,"PRJNA860640","SAMN29855453","GCA_028682295.1",,"JANHKX000000000",,,"Illumina","50x","SPAdes v. 3.14.1",,,156,6293321,61.844707,12,164769,68,2,,6068,99.1,96.1,,100,,,,"2022",2022,,"USA",,,,"North America","USA",,,,,,,,,,,"sample_type:whole organism",,"2023-02-27T17:16:18.062Z","2023-02-27T17:16:18.062Z"
"303.1091","Pseudomonas putida 49128",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","WGS","49128",,,,"MLST.pputida.208",,,,,,,,,,,,,,,,"Good","2023-02-17T00:00:00Z",,,"PRJNA860640","SAMN29855451","GCA_028682315.1",,"JANHKZ000000000",,,"Illumina","50x","SPAdes v. 3.14.1",,,122,5992417,62.027325,9,215162,72,4,,5703,99.4,97.7,,100,,,,"2022",2022,,"USA",,,,"North America","USA",,,,,,,,,,,"sample_type:whole organism",,"2023-02-27T17:16:02.812Z","2023-02-27T17:16:02.812Z"
"303.1092","Pseudomonas putida 43142",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","WGS","43142",,,,,,,,,,,,,,,,,,,,"Good","2023-02-17T00:00:00Z",,,"PRJNA860640","SAMN29855449","GCA_028682335.1",,"JANHLA000000000",,,"Illumina","50x","SPAdes v. 3.14.1",,,104,5836853,61.26101,9,278522,71,2,,5610,99.2,98.2,,100,,,,"2022",2022,,"USA",,,,"North America","USA",,,,,,,,,,,"sample_type:whole organism",,"2023-02-27T17:16:25.947Z","2023-02-27T17:16:25.947Z"
"303.1093","Pseudomonas putida 49688",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","WGS","49688",,,,,,,,,,,,,,,,,,,,"Good","2023-02-17T00:00:00Z",,,"PRJNA860640","SAMN29855452","GCA_028682345.1",,"JANHKY000000000",,,"Illumina","50x","SPAdes v. 3.14.1",,,135,5990882,61.299572,11,195588,65,4,,5851,99.1,97.5,0.7,100,,,,"2022",2022,,"USA",,,,"North America","USA",,,,,,,,,,,"sample_type:whole organism",,"2023-02-27T17:16:22.532Z","2023-02-27T17:16:22.532Z"
"303.1094","Pseudomonas putida 39213",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","WGS","39213",,,,,,,,,,,,,,,,,,,,"Good","2023-02-17T00:00:00Z",,,"PRJNA860640","SAMN29855448","GCA_028682375.1",,"JANHLB000000000",,,"Illumina","50x","SPAdes v. 3.14.1",,,148,6050132,61.4521,14,130292,73,4,,5795,98.7,97.1,,100,,,,"2022",2022,,"USA",,,,"North America","USA",,,,,,,,,,,"sample_type:whole organism",,"2023-02-27T17:16:24.112Z","2023-02-27T17:16:24.112Z"
"303.1095","Pseudomonas putida 31800",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","WGS","31800",,,,,,,,,,,,,,,,,,,,"Good","2023-02-17T00:00:00Z",,,"PRJNA860640","SAMN29855445","GCA_028682395.1",,"JANHLC000000000",,,"Illumina","50x","SPAdes v. 3.14.1",,,48,5452852,61.46884,4,582938,60,4,,5083,99,96.8,1.1,99.3,,,,"2022",2022,,"USA",,,,"North America","USA",,,,,,,,,,,"sample_type:whole organism",,"2023-02-27T17:16:27.929Z","2023-02-27T17:16:27.929Z"
"303.1096","Pseudomonas putida 31916",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","WGS","31916",,,,,,,,,,,,,,,,,,,,"Good","2023-02-17T00:00:00Z",,,"PRJNA860640","SAMN29855446","GCA_028682425.1",,"JANIBB000000000",,,"Illumina","50x","SPAdes v. 3.14.1",,,141,5996672,61.470844,14,143417,72,4,,5719,99,97.3,,100,,,,"2022",2022,,"USA",,,,"North America","USA",,,,,,,,,,,"sample_type:whole organism",,"2023-02-27T17:18:29.745Z","2023-02-27T17:18:29.745Z"
"303.1097","Pseudomonas putida 31753",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","WGS","31753",,,,,,,,,,,,,,,,,,,,"Good","2023-02-17T00:00:00Z",,,"PRJNA860640","SAMN29855444","GCA_028682455.1",,"JANHLD000000000",,,"Illumina","50x","SPAdes v. 3.14.1",,,8,6280393,61.802822,2,1414812,74,18,,5934,97.7,95.4,4,100,,,,"2022",2022,,"USA",,,,"North America","USA",,,,,,,,,,,"sample_type:whole organism",,"2023-02-27T17:17:06.260Z","2023-02-27T17:17:06.260Z"
"303.1098","Pseudomonas putida 31303",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","WGS","31303",,,,,,,,,,,,,,,,,,,,"Good","2023-02-17T00:00:00Z",,,"PRJNA860640","SAMN29855443","GCA_028682475.1",,"JANHLE000000000",,,"Illumina","50x","SPAdes v. 3.14.1",,,158,5581206,61.12267,12,162871,62,2,,5161,99,97.1,,100,,,,"2022",2022,,"USA",,,,"North America","USA",,,,,,,,,,,"sample_type:whole organism",,"2023-02-27T17:16:16.436Z","2023-02-27T17:16:16.436Z"
"303.1099","Pseudomonas putida 23973",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","WGS","23973",,,,"MLST.pputida.69",,,,,,,,,,,,,,,,"Good","2023-02-17T00:00:00Z",,,"PRJNA860640","SAMN29855439","GCA_028682535.1",,"JANHLH000000000",,,"Illumina","50x","SPAdes v. 3.14.1",,,134,6164820,61.573265,11,192982,73,3,,5897,99.3,98.6,,100,,,,"2022",2022,,"USA",,,,"North America","USA",,,,,,,,,,,"sample_type:whole organism",,"2023-02-27T17:16:29.314Z","2023-02-27T17:16:29.314Z"
"303.1100","Pseudomonas putida 23975",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","WGS","23975",,,,,,,,,,,,,,,,,,,,"Good","2023-02-17T00:00:00Z",,,"PRJNA860640","SAMN29855441","GCA_028682505.1",,"JANHLF000000000",,,"Illumina","50x","SPAdes v. 3.14.1",,,76,6223004,61.763306,6,333254,72,2,,5804,98.6,96.9,,100,,,,"2022",2022,,"USA",,,,"North America","USA",,,,,,,,,,,"sample_type:whole organism",,"2023-02-27T17:16:46.082Z","2023-02-27T17:16:46.082Z"
"303.1101","Pseudomonas putida 23486",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","WGS","23486",,,,"MLST.pputida.215",,,,,,,,,,,,,,,,"Good","2023-02-17T00:00:00Z",,,"PRJNA860640","SAMN29855438","GCA_028682565.1",,"JANHLI000000000",,,"Illumina","50x","SPAdes v. 3.14.1",,,55,6019916,62.012096,5,513896,71,2,,5607,99,96.9,,100,,,,"2022",2022,,"USA",,,,"North America","USA",,,,,,,,,,,"sample_type:whole organism",,"2023-02-27T17:16:13.327Z","2023-02-27T17:16:13.327Z"
"303.1102","Pseudomonas putida 23974",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","WGS","23974",,,,,,,,,,,,,,,,,,,,"Good","2023-02-17T00:00:00Z",,,"PRJNA860640","SAMN29855440","GCA_028682545.1",,"JANHLG000000000",,,"Illumina","50x","SPAdes v. 3.14.1",,,126,5827055,61.306046,15,145003,68,2,,5659,99,97.6,,100,,,,"2022",2022,,"USA",,,,"North America","USA",,,,,,,,,,,"sample_type:whole organism",,"2023-02-27T17:16:14.831Z","2023-02-27T17:16:14.831Z"
"303.1103","Pseudomonas putida 23483",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","WGS","23483",,,,"MLST.pputida.215",,,,,,,,,,,,,,,,"Good","2023-02-17T00:00:00Z",,,"PRJNA860640","SAMN29855437","GCA_028682595.1",,"JANHLJ000000000",,,"Illumina","50x","SPAdes v. 3.14.1",,,54,6020308,62.012394,5,513896,71,2,,5605,99,96.9,,100,,,,"2022",2022,,"USA",,,,"North America","USA",,,,,,,,,,,"sample_type:whole organism",,"2023-02-27T17:16:31.534Z","2023-02-27T17:16:31.534Z"
"303.1104","Pseudomonas putida 17522",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","WGS","17522",,,,,,,,,,,,,,,,,,,,"Good","2023-02-17T00:00:00Z",,,"PRJNA860640","SAMN29855434","GCA_028682635.1",,"JANHLK000000000",,,"Illumina","50x","SPAdes v. 3.14.1",,,136,6758014,60.484676,11,224638,64,2,,6421,99.3,96.4,7.6,98.3,,,,"2022",2022,,"USA",,,,"North America","USA",,,,,,,,,,,"sample_type:whole organism",,"2023-02-27T17:19:24.245Z","2023-02-27T17:19:24.245Z"
"303.1105","Pseudomonas putida 17485",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","WGS","17485",,,,,,,,,,,,,,,,,,,,"Good","2023-02-17T00:00:00Z",,,"PRJNA860640","SAMN29855432","GCA_028682675.1",,"JANHLL000000000",,,"Illumina","50x","SPAdes v. 3.14.1",,,113,6291969,62.20525,12,184782,71,2,,6015,99,97.1,,100,,,,"2022",2022,,"USA",,,,"North America","USA",,,,,,,,,,,"sample_type:whole organism",,"2023-02-27T17:17:16.800Z","2023-02-27T17:17:16.800Z"
"303.1106","Pseudomonas putida 17421",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","WGS","17421",,,,,,,,,,,,,,,,,,,,"Good","2023-02-17T00:00:00Z",,,"PRJNA860640","SAMN29855429","GCA_028682745.1",,"JANHLM000000000",,,"Illumina","50x","SPAdes v. 3.14.1",,,66,6329505,61.65234,10,160683,64,4,,6110,98.9,96.2,,99.3,,,,"2022",2022,,"USA",,,,"North America","USA",,,,,,,,,,,"sample_type:whole organism",,"2023-02-27T17:17:15.138Z","2023-02-27T17:17:15.138Z"
"303.1107","Pseudomonas putida 15070",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","WGS","15070",,,,,,,,,,,,,,,,,,,,"Good","2023-02-17T00:00:00Z",,,"PRJNA860640","SAMN29855427","GCA_028682795.1",,"JANHLN000000000",,,"Illumina","50x","SPAdes v. 3.14.1",,,86,5932720,62.008656,6,352572,72,4,,5556,99,96.5,,100,,,,"2022",2022,,"USA",,,,"North America","USA",,,,,,,,,,,"sample_type:whole organism",,"2023-02-27T17:16:55.935Z","2023-02-27T17:16:55.935Z"
"303.1108","Pseudomonas putida 12842",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","WGS","12842",,,,,,,,,,,,,,,,,,,,"Good","2023-02-17T00:00:00Z",,,"PRJNA860640","SAMN29855426","GCA_028682805.1",,"JANHLO000000000",,,"Illumina","50x","SPAdes v. 3.14.1",,,100,6162390,62.34602,9,243161,71,2,,5937,98.7,96.9,,100,,,,"2022",2022,,"USA",,,,"North America","USA",,,,,,,,,,,"sample_type:whole organism",,"2023-02-27T17:17:38.315Z","2023-02-27T17:17:38.315Z"
"303.1125","Pseudomonas putida GW210012_S60",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","WGS","GW210012_S60",,,,"MLST.pputida.120",,,,,,,,,,,,,,,,"Good","2023-03-21T00:00:00Z",,,"PRJNA914847","SAMN32359049","GCA_029335415.1",,"JARJLO000000000",,,"Illumina NextSeq","53x","SKESA v. 2.3",,,460,6600046,62.000008,72,26290,61,2,,6347,99,95.4,,100,,"returned activated sewage sludge",,"2021-03",2021,,"New Zealand",,,,"Oceania","New Zealand: Christchurch",,,,,,,,,,,"sample_type:bacterial isolate",,"2023-04-21T00:11:33.415Z","2023-04-21T00:11:33.415Z"
"303.1126","Pseudomonas putida GW210007_S55",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","WGS","GW210007_S55",,,,,,,,,,,,,,,,,,,,"Good","2023-03-21T00:00:00Z",,,"PRJNA914847","SAMN32359044","GCA_029335535.1",,"JARJLJ000000000",,,"Illumina NextSeq","98x","SKESA v. 2.3",,,236,5934976,61.69617,44,45348,69,4,,5596,99,96.9,,100,,"returned activated sewage sludge",,"2021-03",2021,,"New Zealand",,,,"Oceania","New Zealand: Christchurch",,,,,,,,,,,"sample_type:bacterial isolate",,"2023-04-21T00:11:30.966Z","2023-04-21T00:11:30.966Z"
"303.1127","Pseudomonas putida GW210011_S59",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","WGS","GW210011_S59",,,,"MLST.pputida.120",,,,,,,,,,,,,,,,"Good","2023-03-21T00:00:00Z",,,"PRJNA914847","SAMN32359048","GCA_029335435.1",,"JARJLN000000000",,,"Illumina NextSeq","50x","SKESA v. 2.3",,,473,6596672,61.99776,65,28282,62,5,,6349,99,95.6,,100,,"returned activated sewage sludge",,"2021-03",2021,,"New Zealand",,,,"Oceania","New Zealand: Christchurch",,,,,,,,,,,"sample_type:bacterial isolate",,"2023-04-21T00:11:54.986Z","2023-04-21T00:11:54.986Z"
"303.1128","Pseudomonas putida AHSWHJXPP1",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","Complete","AHSWHJXPP1",,,,,,,,,,,,,,,,,,,,"Good","2023-04-05T00:00:00Z",,,"PRJNA945798","SAMN33792085","GCA_029590515.1",,"CP120969",,,"Illumina HiSeq; PacBio","100.0x","unicycler v. v0.4.8",,,1,6279264,61.32781,1,6279264,84,22,,5916,99.1,97.2,,100,,"urine",,"2022-03",2022,,"China",,,,"Asia","China:Luzhou",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:pure culture",,"2023-04-21T02:15:13.310Z","2023-04-21T02:15:13.310Z"
"303.1138","Pseudomonas putida GD04056",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","WGS","GD04056",,,,"MLST.pputida.72",,,,,,,,,,,,,,,,"Good","2023-04-19T00:00:00Z",,,"PRJNA868296","SAMN30525512","GCA_029836875.1",,"JAOECP000000000",,,"Illumina HiSeq","71.495x","Unicycler v. 0.4.9",,,123,6668201,61.912575,17,152313,68,2,,6363,98.6,96,,100,,"surface swab",,"2018-07-09",2018,,"USA",,,,"North America","USA",,,,,,,,,,,,,"2023-05-27T18:26:12.005Z","2023-05-27T18:26:12.005Z"
"303.1139","Pseudomonas putida AKMP7",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","Complete","AKMP7",,,,,,,,,,,,,,,,,,,,"Good","2023-05-08T00:00:00Z",,,"PRJNA962695","SAMN34414213","GCA_029953615.1",,"CP124529",,,"Oxford Nanopore; Illumina","2065.0x","CLC Genomics workbench v. 21.0;",,,1,5764016,62.92542,1,5764016,72,22,,5658,98.6,93.4,2.2,100,,"Rhizhosphere",,"2010-01-07",2010,,"India",,,,"Asia","India: Akola, Maharashtra",,"Sorghum","sorghum",,,,"Plant",,,,,,"2023-05-27T18:26:59.602Z","2023-05-27T18:26:59.602Z"
"303.1140","Pseudomonas putida G 3719",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","WGS","G 3719",,,,,,,,,,,,,,,,,,,,"Good","2023-05-21T00:00:00Z",,,"PRJNA961090","SAMN34352337","GCA_030056215.1",,"JASGYI000000000",,,"Illumina MiSeq","159x","CLC Genomics Workbench v. 21.0.4",,,210,5392119,62.730762,13,158298,67,7,,5167,94.1,91,,77.9,,"Blood culture",,"2018-08-17",2018,,"Nigeria",,,,"Africa","Nigeria",,"Homo sapiens","Human",,,"Sepsis","Human",,,,"collected_by:Stephen Obaro",,"2023-05-27T18:26:15.982Z","2023-05-27T18:26:15.982Z"
"303.1141","Pseudomonas putida mt-2",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","Complete","mt-2",,,,"MLST.pputida.69",,,,,,,,,,,,,,,,"Good","2023-03-30T00:00:00Z",,,"PRJEB20716","SAMN05216380","GCA_900183025.1",,"LT852425",,,,,,,,1,6313543,61.461693,1,6313543,77,22,,5923,99.2,98.2,0.7,100,,,,,,,,,,,,,,,,,,,,,,,,,"2023-05-27T18:26:32.393Z","2023-05-27T18:26:32.393Z"
"303.1147","Pseudomonas putida JCM 20005",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","WGS","JCM 20005",,,,,,,,,,,,,,,,,,,,"Good","2023-02-15T00:00:00Z",,,"PRJDB15195","SAMD00576510","GCA_030159495.1",,"BSKE00000000",,,"NovaSeq 6000","263x","SPAdes v. 3.13.0",,,108,6055601,62.341827,8,284742,74,3,,5554,98.7,97.1,,100,,,,,,,,,,,,,,,,,,,,,,,,,"2023-07-08T01:07:26.415Z","2023-07-08T01:07:26.415Z"
"303.1148","Pseudomonas putida JCM 21368",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","WGS","JCM 21368",,,,,,,,,,,,,,,,,,,,"Good","2023-02-15T00:00:00Z",,,"PRJDB15195","SAMD00576514","GCA_030159555.1",,"BSKH00000000",,,"NovaSeq 6000","256x","SPAdes v. 3.13.0",,,140,6321123,62.282753,9,269296,83,4,,6023,98.8,96.6,,100,,,,,,,,,,,,,,,,,,,,,,,,,"2023-07-08T01:07:19.216Z","2023-07-08T01:07:19.216Z"
